"cases","zip_code","total_population","total_non_hispanic","total_white_nonhispanic","total_black_nonhispanic","total_asian_alone","total_black","total_hispanic","average_household_size","pct_more_than_one_occupant_per_room","total_male","total_female","age_60_and_over","age_65_and_over","age_75_and_over","median_age","below_poverty_level","pct_below_poverty_level","household_median_income","household_mean_income","pct_services","pct_over_age_65","pct_white","pct_minority","pct_black","pct_hispanic","cases_per_1000","city"
152,48215,11979,11816,858,10740,26,10929,163,2.42262717058223,4,5827,6152,2673,1775,727,39.3,5009,42,22721,51849,0.47116924719701,0.148175974622256,0.0716253443526171,0.928374655647383,0.896568995742549,0.0136071458385508,12.6888721930044,"det"
580,48224,41973,41701,3163,37665,58,38214,272,2.92655876143561,2.8,19564,22409,6243,3917,1399,31.2,15441,37.2,32817,47751,0.462617458804303,0.0933218974102399,0.0753579682176637,0.924642031782336,0.897362590236581,0.00648035641960308,13.8184070712124,"det"
36,19102,4937,4678,3583,220,809,220,259,1.53161182001343,1,2505,2432,1096,907,416,31.8,653,14.3,90750,223116,0.0462504129501156,0.18371480656269,0.725744379177638,0.274255620822362,0.0445614745797043,0.0524610087097428,7.29187765849706,"phi"
150,19103,24219,22842,17468,1499,2840,2044,1377,1.5683678876598,1.8,10699,13520,6390,5231,2257,35.9,2098,8.8,73611,219188,0.0585009140767824,0.215987447871506,0.721251909657707,0.278748090342293,0.0618935546471778,0.0568561872909699,6.19348445435402,"phi"
197,19104,54311,51545,18782,22746,7637,24190,2766,2.41981427174976,4.7,26268,28043,5420,3813,1742,22.8,18259,45.3,25865,57260,0.230877687698273,0.0702067721087809,0.34582312975272,0.65417687024728,0.418810185781886,0.0509289094290291,3.62725782990554,"phi"
34,19106,12375,11578,9495,1003,798,1166,797,1.72438104003682,2,6390,5985,3080,2180,921,37.6,851,7.5,109393,228289,0.0582369365775828,0.176161616161616,0.767272727272727,0.232727272727273,0.0810505050505051,0.0644040404040404,2.74747474747475,"phi"
119,19107,13696,12993,7600,1094,3699,1295,703,1.63297245963913,3.3,6571,7125,2006,1515,710,30.7,2917,23.3,53534,134247,0.131706138231029,0.110616238317757,0.554906542056075,0.445093457943925,0.0798773364485981,0.0513288551401869,8.68866822429907,"phi"
628,19111,68263,54814,29834,15765,6907,17680,13449,2.82282490597576,3.6,32308,35955,12453,8908,4207,35.5,11866,17.6,48186,72090,0.311818440433669,0.13049529027438,0.437044958469449,0.562955041530551,0.230945021461114,0.197017417927721,9.19971287520326,"phi"
0,19112,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"phi"
249,19114,31736,28893,23991,3190,1284,3495,2843,2.41229750538959,1.1,15649,16087,8506,6227,3014,40.9,3149,10,56781,83230,0.222958346999016,0.196212503150996,0.755955381900681,0.244044618099319,0.100516763297202,0.0895828081673809,7.84597932946811,"phi"
516,19115,34479,31886,23511,3063,4475,3804,2593,2.471204329193,2.6,16064,18415,10421,8130,4248,43.3,4142,12.2,52635,95924,0.27002928734136,0.235795701731489,0.681893326372575,0.318106673627425,0.0888366831984686,0.0752051973665129,14.9656312538067,"phi"
398,19116,34912,32704,23286,2086,5849,2368,2208,2.69446067593178,3.2,16361,18551,9856,7042,3366,43.6,4672,13.6,55123,87452,0.320634341961356,0.201707149404216,0.666991292392301,0.333008707607699,0.059750229147571,0.0632447296058662,11.4000916590284,"phi"
108,19118,10919,10163,7149,2064,580,2205,756,2.2082480270575,0.9,4929,5990,2931,2229,857,44,664,6.6,85437,191557,0.113553113553114,0.204139573220991,0.654730286656287,0.345269713343713,0.189028299294807,0.0692371096254236,9.8910156607748,"phi"
259,19119,29391,28536,9199,17024,567,18392,855,2.39120787929589,0.7,13355,16036,8177,5897,2641,43.2,2959,10.4,61297,128789,0.147170085843154,0.200639651594025,0.312986968799973,0.687013031200027,0.579224932802559,0.0290905379197714,8.8122214283284,"phi"
567,19120,74971,51880,4526,37485,8273,40832,23091,3.22584073084547,3.6,35855,39116,8953,5500,1884,30.2,21719,29.1,37891,53407,0.403716767914299,0.0733616998572782,0.0603700097370983,0.939629990262902,0.499993330754558,0.30799909298262,7.56292433074122,"phi"
246,19121,30733,28787,4097,22948,1190,23940,1946,2.47848247078464,1.3,13608,17125,4960,3158,1622,27.2,14551,48.7,19668,41790,0.387495354886659,0.10275599518433,0.133309471903166,0.866690528096834,0.746689226564279,0.063319558780464,8.00442521068558,"phi"
129,19122,22187,16035,6148,8014,1336,9216,6152,2.81396617986165,3.9,11132,11055,2959,2035,902,26.8,6227,33.8,35828,61957,0.319423970971766,0.0917203767972236,0.277099202235543,0.722900797764457,0.361202505971966,0.277279487988462,5.81421553161761,"phi"
158,19123,15681,14055,7575,4579,1190,5152,1626,2.01316265460833,1.9,7876,7805,2622,1902,670,32.5,2991,19.4,73730,129691,0.122470378525742,0.121293284867037,0.48306868184427,0.51693131815573,0.292009438173586,0.103692366558255,10.0758880173458,"phi"
509,19124,68965,40362,9692,25538,3394,29418,28603,3.02496227996647,3,32749,36216,8737,5538,1725,31,23531,34.3,33427,51350,0.360627177700348,0.080301602262017,0.140535054012905,0.859464945987095,0.37030377727833,0.41474661059958,7.38055535416516,"phi"
129,19125,24674,21350,18439,971,1472,1316,3324,2.41897319220497,2.2,12739,11935,3309,2050,835,33,4314,17.5,65218,85058,0.178198524293471,0.0830834076355678,0.747304855313285,0.252695144686715,0.0393531652751885,0.134716705844208,5.22817540731134,"phi"
271,19126,15863,15094,852,12931,590,13907,769,2.60898495590524,1.2,7548,8315,3901,2809,1335,39.3,3821,25.3,41266,69133,0.332816857762628,0.177078736682847,0.0537098909411839,0.946290109058816,0.815167370610855,0.0484775893588855,17.0837798650949,"phi"
18,19127,6082,5763,4943,569,83,674,319,2.39399762752076,0.7,3376,2706,617,415,142,27.8,1383,22.9,73750,107969,0.197347718588447,0.0682341335087142,0.812726076948372,0.187273923051628,0.0935547517264058,0.0524498520223611,2.95955277869122,"phi"
255,19128,38309,36691,29456,4663,1082,5695,1618,2.368642643764,2.2,18261,20048,7895,5764,2524,34.7,3752,9.9,72563,108456,0.148511239797547,0.150460727244251,0.76890547913023,0.23109452086977,0.121720744472578,0.0422355060168629,6.65639927954267,"phi"
71,19129,10640,10259,5525,3797,463,4098,381,2.21014816503305,0,4934,5706,1758,1282,561,34.3,1529,15.6,63926,117169,0.137745674449857,0.120488721804511,0.519266917293233,0.480733082706767,0.356860902255639,0.0358082706766917,6.67293233082707,"phi"
185,19130,27410,25812,17881,5036,2009,5521,1598,1.99911884319928,2.4,13171,14239,4554,3309,1376,32.9,3388,12.6,82632,162119,0.101459895158108,0.120722364100693,0.652353155782561,0.347646844217439,0.183728566216709,0.0582998905508938,6.7493615468807,"phi"
496,19131,44972,43530,4808,36153,1563,37130,1442,2.42493178952195,2,19328,25644,9870,7265,3755,34.3,13874,33,34844,55568,0.290057074196455,0.161544961309259,0.106910966823801,0.893089033176198,0.803900204571734,0.0320643956239438,11.0290847638531,"phi"
374,19132,32196,31168,1027,29159,368,30160,1028,2.30896190753126,1.8,14847,17349,6696,4428,2094,37.2,12574,39.4,20955,43158,0.408216783216783,0.137532612746925,0.0318983724686296,0.96810162753137,0.905671511989067,0.0319294322276059,11.6163498571251,"phi"
219,19133,27419,11328,970,9524,339,10915,16091,3.04753901425845,5.9,13391,14028,4218,2589,1040,33.3,14071,51.7,19130,38981,0.4414725337935,0.0944235748933221,0.0353769284073088,0.964623071592691,0.347350377475473,0.586855829898975,7.98716218680477,"phi"
353,19134,61509,33087,21554,9701,962,12399,28422,3.06509026727181,6,29598,31911,7664,4820,1815,30.9,25033,41,28911,46705,0.382379839447211,0.0783625160545611,0.350420263701247,0.649579736298753,0.157716756897365,0.46207872018729,5.7389975450747,"phi"
243,19135,35302,27037,16012,8548,1605,9652,8265,2.9472616157388,2.4,16978,18324,5272,3407,1564,31.9,7540,21.4,44779,65488,0.360302197802198,0.0965101127414877,0.453572035578721,0.546427964421279,0.242139255566257,0.234122712594187,6.88346269333182,"phi"
485,19136,34470,29484,21972,5284,1032,6275,4986,2.55105789056304,1.4,17838,16632,6810,4478,1699,35.8,5959,18.4,48576,72246,0.270784688318121,0.129910066724688,0.637423846823325,0.362576153176675,0.153292718305773,0.144647519582245,14.0702059762112,"phi"
25,19137,8482,7756,7496,198,0,301,726,2.76640065681445,1.1,4442,4040,1415,978,380,37.2,1579,18.7,54006,76838,0.272138228941685,0.115302994576751,0.88375383164348,0.11624616835652,0.0233435510492808,0.0855930205140297,2.94741806177788,"phi"
283,19138,32399,31858,827,29675,185,30741,541,2.78185106758426,0.9,14614,17785,7598,5655,2454,38.5,7038,22.1,39851,63859,0.406924390622574,0.174542424148893,0.0255254791814562,0.974474520818544,0.915923330967005,0.0166980462359949,8.73483749498441,"phi"
461,19139,44870,43595,2540,39043,1157,40271,1275,2.62841615093433,2.4,20080,24790,8398,5840,2360,33.3,16050,36.5,28505,42736,0.3821036889332,0.130153777579675,0.0566079786048585,0.943392021395142,0.870135948295075,0.028415422331179,10.2741252507243,"phi"
438,19140,51667,30139,1555,27123,567,30595,21528,2.75854867544287,3,24630,27037,8775,5992,2562,33,21442,42,21665,43104,0.412338271141946,0.115973445332611,0.0300965800220644,0.969903419977936,0.524957903497397,0.416668279559487,8.47736466216347,"phi"
222,19141,34784,33282,1496,29251,1769,29848,1502,2.63646612979631,2.6,15735,19049,6864,4991,2130,33.2,9350,28,31018,54703,0.348106904231626,0.143485510579577,0.0430082796688132,0.956991720331187,0.840932612695492,0.0431807727690892,6.38224471021159,"phi"
323,19142,28144,27426,1672,23642,1763,24032,718,2.86918061582972,3.6,13003,15141,3749,2295,839,31,9273,33.1,30431,47247,0.414031918096959,0.081544911881751,0.0594087549744173,0.940591245025583,0.840036952814099,0.025511654349062,11.4766913018761,"phi"
496,19143,65247,62916,7578,51762,1580,53916,2331,2.53441665359887,1.9,29771,35476,12693,9118,4088,33.9,19859,30.6,33351,59220,0.292282621347922,0.139745888699864,0.116143270954986,0.883856729045014,0.793323830980735,0.035725780495655,7.60188207886953,"phi"
400,19144,42556,40886,6883,31729,893,33419,1670,2.30194596443228,2.4,19224,23332,9282,6195,2817,36.1,12302,29.8,33786,64441,0.269172405742967,0.145572892189116,0.161739825171539,0.838260174828461,0.745582291568756,0.0392424100009399,9.3993796409437,"phi"
332,19145,46623,43709,22580,13964,6289,14975,2914,2.54,1.9,22138,24485,10397,7630,3205,37.6,9889,21.4,42009,73385,0.307922627251557,0.163653132574051,0.484310318941295,0.515689681058705,0.299508826115866,0.0625013405400768,7.12094888788795,"phi"
263,19146,38873,37074,17339,16588,1691,17516,1799,2.26299463664761,1.7,18649,20224,6353,4693,1928,33.9,6753,17.5,63524,121920,0.185274896028518,0.120726468242739,0.446042240115247,0.553957759884753,0.426722918220873,0.0462789082396522,6.76562138245054,"phi"
183,19147,39060,35524,25920,3509,4936,4047,3536,2.27624099771649,2.2,19231,19829,6033,4245,1630,34.9,4350,11.2,77695,138960,0.162271123803124,0.108678955453149,0.663594470046083,0.336405529953917,0.0898361495135689,0.0905273937532002,4.68509984639017,"phi"
347,19148,52594,45065,29439,2590,11704,3636,7529,2.66728199898011,5.6,25803,26791,10563,7696,3986,36.2,11695,22.3,52584,74256,0.30223657457242,0.146328478533673,0.559740654827547,0.440259345172453,0.0492451610449861,0.143153211392935,6.59771076548656,"phi"
412,19149,59633,46309,20370,14530,9161,18498,13324,3.14126965699208,2.8,28992,30641,8554,6066,2100,32.9,13108,22.1,45126,58732,0.387019141767559,0.101722200794862,0.341589388425872,0.658410611574128,0.243657035534016,0.223433333892308,6.90892626565828,"phi"
289,19150,22492,22175,538,21046,145,21543,317,2.35648727881897,0.7,9240,13252,7073,5243,1633,45.4,2823,12.6,46150,70363,0.249769112365316,0.233105104036991,0.0239196158634181,0.976080384136582,0.935710474835497,0.0140939000533523,12.8490129823937,"phi"
349,19151,33174,31829,2150,28886,235,29607,1345,2.75587948567106,2.2,14853,18321,5768,3813,1545,34.9,6029,18.3,48369,73945,0.279891304347826,0.114939410381624,0.0648097908000241,0.935190209199976,0.870742147464882,0.0405437993609453,10.5202869717248,"phi"
328,19152,37067,32276,19798,5480,5551,6132,4791,2.72815477096332,4.3,18100,18967,9575,6938,3415,40.7,5177,14.4,52696,75594,0.308156558111742,0.187174575768204,0.534113901853401,0.465886098146599,0.147840397118731,0.129252434780263,8.84884128739849,"phi"
110,19153,13190,12273,1589,9661,537,10454,917,2.41996873275704,1.7,6063,7127,2769,1960,890,38.2,2906,22.2,42418,65132,0.419237462426831,0.148597422289613,0.120470053070508,0.879529946929492,0.732448824867324,0.0695223654283548,8.33965125094769,"phi"
252,19154,34253,31434,26708,2903,1353,3196,2819,2.72848543376791,1.6,16730,17523,7585,5417,2403,39.1,2763,8.1,65082,93803,0.250646450399624,0.158146731673138,0.779727323154176,0.220272676845824,0.084751700580971,0.0822993606399439,7.35701982308119,"phi"
